8_1a,0,1,0,0
8_1b,1,1,0,0
8_1c,1,1,0,0
8_2,1,1,0,0
8_3,1,1,1,0
8_4,1,0,1,1
8_5a,1,1,0,0
8_5b,1,1,0,0
8_6a,1,1,0,0
8_6b,1,1,1,0
8_7,1,1,0,1
8_8,1,0,1,0
8_9a,1,1*,1*,0
8_9b,1,1,1,0
8_10,1,1,1,1*
8_11,1,1,1,1
8_12,1,0,0,1
8_13,1,0,0,1
8_14a,1,0,0,1
8_14b,1,0,0,1
8_14c,1,1,1,1
8_15a,1,0,0,1
8_15b,1,1,1,0
8_16a,1,0,1,0
8_16b,1,1,1,1*
