department,urban.rural,treatment,ID_IE,HM_Sex,HM_Age,Year_HM_ttl,Year_HM_this_school,HM_Highest_Degree_highschool,HM_Highest_Degree_bachelor,HM_Highest_Degree_master,HM_Highest_Degree_doctor,HM_Highest_Degree_professorate,HM_Highest_Degree_other,HM_Teacher_Title__1,HM_Teacher_Title__2,HM_Teacher_Title__3,HM_Degree_Teacher__1,HM_Degree_Teacher__2,HM_Degree_Teacher__3,HM_Degree_Teacher__4,HM_Degree_Teacher__5,HM_Degree_Teacher__6,HM_Degree_Teacher__7,HM_Degree_Teacher__8,Number_G7_Students_AM_r,Number_G7_Students_PM_r,Number_total_Students,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__3,Meal_Provision,Donor_Project,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,Difficult_teach_e__1,Difficult_teach_e__2,Difficult_teach_e__3,Difficult_teach_e__4,Difficult_teach_e__5,Difficult_teach_e__6,Suggestion_to_Teachr__1,Suggestion_to_Teachr__2,Suggestion_to_Teachr__3,Suggestion_to_Teachr__4,Suggestion_to_Teachr__5,Suggestion_to_Teachr__6,RP_e,RP_Frequency,RP_Participant_schls__1,RP_Participant_schls__2,RP_Participant_schls__3,RP_Participant_schls__4,RP_Theme_test_e,RP_Theme_test_cmpr_e,RP_Theme_test_rvw_e,Meeting_Parents_Association,Vice_Headmaster,Number_of_Teachers,Observe_Lesson,Observe_Lesson_G7_e,same_HM_YorN_f,timing_end,timing_fus,treatment_d,treatment_2018,treatment_2019
LA UNION,Urbana,Treatment,323882,0,45,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,123,0,767,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,20,1,2,2,0,1,1,0,1
LA UNION,Urbana,Treatment,323882,0,48,12,10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,123,0,767,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,1,1,1,20,1,1,2,1,0,1,1,0
LA UNION,Rural,Control,332884,1,59,24,24,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,18,0,208,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,1,1,13,1,1,1,0,1,0,0,0
LA UNION,Rural,Control,332884,1,59,24,24,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,18,0,208,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,2,1,1,1,13,1,1,1,1,0,0,0,0
LA UNION,Rural,Treatment,325049,1,44,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21,0,157,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,1,2,1,1,8,2,2,1,0,1,1,0,1
LA UNION,Rural,Treatment,325049,1,44,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21,0,157,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,1,2,1,1,1,8,1,1,1,1,0,1,1,0
LA UNION,Urbana,Treatment,324253,1,58,24,24,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,17,207,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,1,2,1,1,13,1,1,1,1,0,1,1,0
LA UNION,Urbana,Treatment,324253,1,58,24,24,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,17,207,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,2,0,1,0,0,1,1,1,1,1,13,1,1,1,0,1,1,0,1
LA UNION,Rural,Treatment,325427,1,46,18,17,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,146,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,2,2,1,1,5,1,1,1,1,0,1,1,0
LA UNION,Rural,Treatment,325427,1,46,18,17,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,146,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,1,1,1,1,5,1,1,1,0,1,1,0,1
LA UNION,Rural,Control,333692,0,55,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,146,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,1,1,1,7,1,1,1,1,0,0,0,0
LA UNION,Rural,Control,333692,0,55,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,146,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,1,1,1,1,1,7,1,1,1,0,1,0,0,0
LA UNION,Urbana,Treatment,324550,1,58,17,17,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,29,25,420,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,2,1,0,0,0,2,NA,NA,1,1,4,1,1,1,1,0,1,1,0
LA UNION,Urbana,Treatment,324550,1,58,17,17,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,29,25,420,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,2,NA,NA,1,1,4,1,1,1,0,1,1,0,1
LA UNION,Rural,Control,334274,0,52,23,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,19,0,128,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,2,1,1,1,12,1,1,1,1,0,0,0,0
LA UNION,Rural,Control,334274,0,52,23,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,19,0,128,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,2,0,1,0,0,1,1,1,1,1,12,1,1,1,0,1,0,0,0
LA UNION,Urbana,Treatment,325383,1,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,0,341,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,2,1,1,1,14,2,2,2,0,1,1,0,1
LA UNION,Urbana,Treatment,325383,1,59,12,12,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,45,0,341,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,2,NA,NA,1,1,14,1,1,2,1,0,1,1,0
LA UNION,Rural,Treatment,326480,0,59,20,20,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,14,0,67,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,1,1,1,0,1,1,1,1,1,5,1,1,1,0,1,1,0,1
LA UNION,Rural,Treatment,326480,0,59,20,20,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,14,0,67,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,1,2,1,1,1,5,1,1,1,1,0,1,1,0
LA UNION,Rural,Treatment,327222,1,54,26,26,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,28,13,333,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,1,2,1,1,1,14,1,1,1,0,1,1,0,1
LA UNION,Rural,Treatment,327222,1,54,26,26,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,28,13,333,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,2,NA,NA,1,1,14,1,1,1,1,0,1,1,0
LA UNION,Rural,Treatment,327789,0,45,18,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21,0,153,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,3,1,1,0,0,1,1,1,1,1,7,1,1,1,0,1,1,0,1
LA UNION,Rural,Treatment,327789,0,45,18,18,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21,0,153,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,1,1,1,1,7,1,1,1,1,0,1,1,0
LA UNION,Rural,Control,335652,1,58,8,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,0,178,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,3,1,1,1,0,1,0,0,0
LA UNION,Rural,Control,335652,1,58,8,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,0,178,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,3,1,1,1,1,0,0,0,0
LA UNION,Rural,Control,336146,1,59,32,32,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,10,0,106,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,2,0,1,0,0,1,1,1,1,1,8,1,1,1,0,1,0,0,0
LA UNION,Rural,Control,336146,1,59,32,32,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,10,0,106,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,3,0,1,0,0,1,1,1,1,1,8,1,1,1,1,0,0,0,0
LA UNION,Rural,Control,336552,1,54,27,27,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,17,174,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,1,1,0,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0
LA UNION,Rural,Control,336552,1,54,27,27,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,17,174,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2,1,1,0,0,1,1,1,1,1,6,1,1,1,0,1,0,0,0
LA UNION,Rural,Control,337291,0,48,7,7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,108,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,7,1,1,1,0,1,0,0,0
LA UNION,Rural,Control,337291,0,48,7,7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,108,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0,1,2,1,1,1,7,1,1,1,1,0,0,0,0
LA UNION,Urbana,Control,337326,0,47,3,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,33,0,220,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,2,1,0,0,0,2,NA,NA,1,1,12,1,1,1,1,0,0,0,0
LA UNION,Urbana,Control,337326,0,47,3,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,33,0,220,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,2,1,1,1,0,1,1,1,1,1,12,1,1,1,0,1,0,0,0
LA UNION,Urbana,Control,337678,1,61,13,13,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,23,0,196,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,1,1,0,0,1,2,1,1,1,8,1,1,2,1,0,0,0,0
LA UNION,Urbana,Control,337678,1,63,12,12,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,23,0,196,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,3,1,0,0,0,1,2,2,1,1,8,1,1,2,0,1,0,0,0
LA UNION,Urbana,Control,337718,0,54,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,47,356,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,1,2,1,1,1,15,1,1,2,1,0,0,0,0
LA UNION,Urbana,Control,337718,1,45,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,356,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,2,1,0,0,0,1,2,2,1,1,15,1,1,2,0,1,0,0,0
LA UNION,Rural,Treatment,329857,0,43,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,11,114,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,2,1,1,1,0,1,2,1,1,1,5,1,1,1,0,1,1,0,1
LA UNION,Rural,Treatment,329857,0,43,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,11,114,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,2,1,1,1,0,1,1,1,1,1,5,1,1,1,1,0,1,1,0
LA UNION,Urbana,Control,338032,0,50,2,2,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,38,15,476,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,21,1,1,1,0,1,0,0,0
LA UNION,Urbana,Control,338032,0,50,2,2,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,38,15,476,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,2,1,1,0,0,1,2,1,1,1,21,1,1,1,1,0,0,0,0
LA UNION,Rural,Treatment,330664,1,48,13,13,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,79,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,1,1,1,1,5,1,2,1,1,0,1,1,0
LA UNION,Rural,Treatment,330664,1,48,13,13,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,12,79,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,2,0,1,0,0,1,1,1,1,1,5,1,1,1,0,1,1,0,1
LA UNION,Urbana,Control,338858,1,57,18,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,55,25,575,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0,1,1,0,1,2,1,1,2,21,1,1,1,1,0,0,0,0
LA UNION,Urbana,Control,338858,1,57,18,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,55,25,575,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2,0,0,1,0,1,2,1,1,2,21,1,1,1,0,1,0,0,0
CABANAS,Urbana,Control,1331929,0,39,9,7,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,22,175,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,0,1,1,1,1,1,7,1,1,1,1,0,0,0,0
CABANAS,Urbana,Control,1331929,0,39,9,7,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,22,175,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,1,1,1,1,7,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Treatment,440197,1,56,11,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,37,0,377,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,1,1,1,13,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,440197,1,56,11,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,37,0,377,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,2,1,1,13,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Control,453508,0,54,7,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,137,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,1,1,9,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,453508,0,54,7,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,137,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,9,2,1,1,1,0,0,0,0
SAN VICENTE,Urbana,Control,720472,1,43,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,38,17,430,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,1,1,1,0,1,0,0,0
SAN VICENTE,Urbana,Control,720472,1,43,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,38,17,430,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,NA,NA,1,1,15,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Treatment,1929351,1,38,14,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18,108,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,1929351,1,38,14,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18,108,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,4,2,2,1,1,0,1,1,0
CABANAS,Rural,Treatment,6869467,1,37,9,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,119,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,2,1,1,0,4,1,1,1,0,1,1,0,1
CABANAS,Rural,Treatment,6869467,1,37,9,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,119,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,1,1,1,0,4,1,1,1,1,0,1,1,0
CABANAS,Rural,Control,7529307,1,37,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15,95,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,6,1,2,1,0,1,0,0,0
CABANAS,Rural,Control,7529307,1,37,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15,95,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,1,1,0,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0
CABANAS,Rural,Treatment,6882172,1,41,15,15,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,30,191,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,2,10,1,1,2,1,0,1,1,0
CABANAS,Rural,Treatment,6882172,1,63,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,191,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,1,1,1,2,10,1,1,2,0,1,1,0,1
CABANAS,Rural,Control,7492808,0,41,5,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,14,0,115,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,1,1,1,6,1,1,1,0,1,0,0,0
CABANAS,Rural,Control,7492808,0,41,5,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,14,0,115,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0
CABANAS,Rural,Control,7590519,0,43,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,129,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,1,1,1,1,1,6,1,1,1,0,1,0,0,0
CABANAS,Rural,Control,7590519,0,43,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,129,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,1,1,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0
CABANAS,Rural,Treatment,6858251,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,176,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,6,1,2,1,1,0,1,1,0
CABANAS,Rural,Treatment,6858251,0,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,176,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,2,NA,NA,1,1,6,2,2,1,0,1,1,0,1
