department,urban.rural,treatment,ID_IE,year_survey,month_survey,Sex,Age,Year_HM_ttl,Year_HM_this_school,Highest_Degree,Highest_Degree_other,Degree_Teacher__1,Degree_Teacher__2,Degree_Teacher__3,Degree_Teacher__4,Degree_Teacher__5,Degree_Teacher__6,Degree_Teacher__7,Degree_Teacher__8,Teacher_Title__1,Teacher_Title__2,Teacher_Title__3,Teacher_Title__4,Multi_shift_G1__1,Multi_shift_G1__2,Multi_shift_G2__1,Multi_shift_G2__2,Multi_shift_G3__1,Multi_shift_G3__2,Multi_shift_G4__1,Multi_shift_G4__2,Multi_shift_G5__1,Multi_shift_G5__2,Multi_shift_G6__1,Multi_shift_G6__2,Multi_shift_G7__1,Multi_shift_G7__2,Multi_shift_G8__1,Multi_shift_G8__2,Multi_shift_G9__1,Multi_shift_G9__2,Number_Female_G1_Students_AM,Number_Male_G1_Students_AM,Number_Female_G2_Students_AM,Number_Male_G2_Students_AM,Number_Female_G3_Students_AM,Number_Male_G3_Students_AM,Number_Female_G4_Students_AM,Number_Male_G4_Students_AM,Number_Female_G5_Students_AM,Number_Male_G5_Students_AM,Number_Female_G6_Students_AM,Number_Male_G6_Students_AM,Number_Female_G7_Students_AM,Number_Male_G7_Students_AM,Number_Female_G8_Students_AM,Number_Male_G8_Students_AM,Number_Female_G9_Students_AM,Number_Male_G9_Students_AM,Number_Female_G1_Students_PM,Number_Male_G1_Students_PM,Number_Female_G2_Students_PM,Number_Male_G2_Students_PM,Number_Female_G3_Students_PM,Number_Male_G3_Students_PM,Number_Female_G4_Students_PM,Number_Male_G4_Students_PM,Number_Female_G5_Students_PM,Number_Male_G5_Students_PM,Number_Female_G6_Students_PM,Number_Male_G6_Students_PM,Number_Female_G7_Students_PM,Number_Male_G7_Students_PM,Number_Female_G8_Students_PM,Number_Male_G8_Students_PM,Number_Female_G9_Students_PM,Number_Male_G9_Students_PM,Number_of_Teachers,Vice_Headmaster,Multi_section_G2__1,Multi_section_G2__2,Multi_section_G7__1,Multi_section_G7__2,Enrol_Female_G1_AM,Enrol_Male_G1_AM,Enrol_Female_G2_AM,Enrol_Male_G2_AM,Enrol_Female_G3_AM,Enrol_Male_G3_AM,Enrol_Female_G7_AM,Enrol_Male_G7_AM,Enrol_Female_G8_AM,Enrol_Male_G8_AM,Enrol_Female_G9_AM,Enrol_Male_G9_AM,Enrol_Female_G1_PM,Enrol_Male_G1_PM,Enrol_Female_G2_PM,Enrol_Male_G2_PM,Enrol_Female_G3_PM,Enrol_Male_G3_PM,Enrol_Female_G7_PM,Enrol_Male_G7_PM,Enrol_Female_G8_PM,Enrol_Male_G8_PM,Enrol_Female_G9_PM,Enrol_Male_G9_PM,Dropout_Female_G1_AM,Dropout_Male_G1_AM,Dropout_Female_G2_AM,Dropout_Male_G2_AM,Dropout_Female_G3_AM,Dropout_Male_G3_AM,Dropout_Female_G7_AM,Dropout_Male_G7_AM,Dropout_Female_G8_AM,Dropout_Male_G8_AM,Dropout_Female_G9_AM,Dropout_Male_G9_AM,Dropout_Female_G1_PM,Dropout_Male_G1_PM,Dropout_Female_G2_PM,Dropout_Male_G2_PM,Dropout_Female_G3_PM,Dropout_Male_G3_PM,Dropout_Female_G7_PM,Dropout_Male_G7_PM,Dropout_Female_G8_PM,Dropout_Male_G8_PM,Dropout_Female_G9_PM,Dropout_Male_G9_PM,Transfer_Female_G1_AM,Transfer_Male_G1_AM,Transfer_Female_G2_AM,Transfer_Male_G2_AM,Transfer_Female_G3_AM,Transfer_Male_G3_AM,Transfer_Female_G7_AM,Transfer_Male_G7_AM,Transfer_Female_G8_AM,Transfer_Male_G8_AM,Transfer_Female_G9_AM,Transfer_Male_G9_AM,Transfer_Female_G1_PM,Transfer_Male_G1_PM,Transfer_Female_G2_PM,Transfer_Male_G2_PM,Transfer_Female_G3_PM,Transfer_Male_G3_PM,Transfer_Female_G7_PM,Transfer_Male_G7_PM,Transfer_Female_G8_PM,Transfer_Male_G8_PM,Transfer_Female_G9_PM,Transfer_Male_G9_PM,Repeat_Female_G1_AM,Repeat_Male_G1_AM,Repeat_Female_G2_AM,Repeat_Male_G2_AM,Repeat_Female_G3_AM,Repeat_Male_G3_AM,Repeat_Female_G7_AM,Repeat_Male_G7_AM,Repeat_Female_G8_AM,Repeat_Male_G8_AM,Repeat_Female_G9_AM,Repeat_Male_G9_AM,Repeat_Female_G1_PM,Repeat_Male_G1_PM,Repeat_Female_G2_PM,Repeat_Male_G2_PM,Repeat_Female_G3_PM,Repeat_Male_G3_PM,Repeat_Female_G7_PM,Repeat_Male_G7_PM,Repeat_Female_G8_PM,Repeat_Male_G8_PM,Repeat_Female_G9_PM,Repeat_Male_G9_PM,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__1,Internet_Place__2,Internet_Place__3,Internet_Place__4,Meal_Provision,Supplement_Class,Donor_Project__1,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,treatment_d,Highest_Degree_highschool,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_professorate,Number_G1_Students_AM,Number_G2_Students_AM,Number_G3_Students_AM,Number_G4_Students_AM,Number_G5_Students_AM,Number_G6_Students_AM,Number_G7_Students_AM,Number_G8_Students_AM,Number_G9_Students_AM,Number_G1_Students_PM,Number_G2_Students_PM,Number_G3_Students_PM,Number_G4_Students_PM,Number_G5_Students_PM,Number_G6_Students_PM,Number_G7_Students_PM,Number_G8_Students_PM,Number_G9_Students_PM,Number_G1_Students_AM_r,Number_G2_Students_AM_r,Number_G3_Students_AM_r,Number_G4_Students_AM_r,Number_G5_Students_AM_r,Number_G6_Students_AM_r,Number_G7_Students_AM_r,Number_G8_Students_AM_r,Number_G9_Students_AM_r,Number_G1_Students_PM_r,Number_G2_Students_PM_r,Number_G3_Students_PM_r,Number_G4_Students_PM_r,Number_G5_Students_PM_r,Number_G6_Students_PM_r,Number_G7_Students_PM_r,Number_G8_Students_PM_r,Number_G9_Students_PM_r,Number_total_Students,repeat_rate_g2_am,repeat_rate_g7_am,repeat_rate_g2_pm,repeat_rate_g7_pm,drop_out_rate_g2_am,drop_out_rate_g7_am,drop_out_rate_g2_pm,drop_out_rate_g7_pm,Donor_Project
SAN MIGUEL,Rural,Control,430361,2018,2,0,49,6,6,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,10,7,8,7,9,6,5,2,6,7,5,5,5,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,0,8,6,7,11,4,5,2,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,12,15,16,11,8,12,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,16,11,8,12,10,6,6,0,0,0,0,0,0,0,0,0,96,0.055555556,0,NA,NA,0.055555556,0.333333333,NA,NA,1
SAN MIGUEL,Urbana,Treatment,412810,2018,1,0,53,18,18,2,,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,9,17,10,16,9,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,5,8,10,10,5,7,7,6,10,2,0,0,0,0,9,21,9,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,7,7,7,2,1,6,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,0,0,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,26,26,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,20,12,13,26,26,16,12,0,0,0,0,0,0,0,0,0,22,13,20,12,13,160,0,NA,NA,0,0.133333333,NA,NA,0.076923077,1
SAN MIGUEL,Rural,Control,428072,2018,2,0,50,15,15,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,7,8,7,2,NA,NA,NA,NA,NA,NA,6,6,7,16,7,5,10,10,NA,NA,NA,NA,9,15,7,8,9,11,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,0,7,7,7,6,NA,NA,8,15,7,8,9,9,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,1,0,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,NA,NA,NA,NA,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,15,9,NA,NA,NA,12,23,12,20,NA,NA,24,15,20,NA,NA,NA,NA,15,9,0,0,0,12,23,12,20,0,0,24,15,20,0,0,0,0,150,0,0,NA,NA,0.230769231,0.043478261,NA,NA,1
SAN MIGUEL,Urbana,Control,427120,2018,1,0,51,7,7,2,,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,11,14,8,9,5,8,10,8,13,9,8,10,10,6,9,14,9,6,5,9,9,8,8,7,8,7,6,14,8,10,5,5,9,8,20,1,0,0,0,0,10,8,9,13,12,10,18,17,9,14,12,6,8,9,10,14,10,13,11,17,13,10,7,10,2,2,1,2,10,2,6,2,2,2,1,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,2,0,2,2,2,0,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,16,25,17,13,18,22,18,16,23,15,14,17,15,15,20,18,10,17,16,25,17,13,18,22,18,16,23,15,14,17,15,15,20,18,10,17,309,0,0,0,0.071428571,0.136363636,0.228571429,0.083333333,0,1
SAN MIGUEL,Rural,Treatment,418891,2018,2,0,33,2,2,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,6,2,7,6,5,8,6,10,6,4,7,7,3,5,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,0,0,0,3,6,7,3,8,7,4,6,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,9,11,14,16,11,10,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,11,14,16,11,10,13,8,0,0,0,0,0,0,0,0,0,100,0.1,0,NA,NA,0,0,NA,NA,0
SAN MIGUEL,Urbana,Treatment,412834,2018,1,0,55,20,4,2,,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,25,20,16,16,23,22,17,12,19,19,15,19,14,6,20,19,20,16,16,11,7,7,11,6,10,6,10,13,14,5,12,13,8,10,16,19,2,0,0,0,0,16,26,14,21,20,20,11,21,11,21,18,9,16,8,11,12,9,12,11,21,19,21,18,9,0,1,0,0,0,0,3,5,0,0,0,0,1,1,1,0,0,0,0,2,1,2,0,2,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,41,36,39,39,31,34,33,26,39,32,18,18,16,16,27,17,21,26,41,36,39,39,31,34,33,26,39,32,18,18,16,16,27,17,21,26,509,0,0,0.043478261,0,0,0.25,0.043478261,0.0625,1
SAN MIGUEL,Urbana,Treatment,414081,2018,1,1,60,8,8,1,,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,21,14,20,31,12,19,22,16,20,31,26,32,31,24,30,23,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,1,0,1,0,18,30,14,21,19,20,35,25,16,28,27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,35,51,31,38,51,58,55,53,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,51,31,38,51,58,55,53,34,0,0,0,0,0,0,0,0,0,406,0.057142857,0,NA,NA,0.057142857,0.016666667,NA,NA,1
SAN MIGUEL,Urbana,Control,427805,2018,2,1,48,14,7,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,10,10,11,7,18,8,15,13,13,13,19,15,25,13,11,9,21,15,6,9,6,8,9,8,10,9,5,7,10,2,14,9,9,7,13,19,2,0,0,1,0,13,15,9,20,10,19,15,11,10,26,18,17,13,10,9,11,12,15,9,8,6,14,13,12,0,0,0,0,0,0,0,1,0,2,2,2,3,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,1,2,3,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,33,21,25,23,26,32,40,24,30,21,15,17,18,14,17,16,18,20,33,21,25,23,26,32,40,24,30,21,15,17,18,14,17,16,18,20,410,0,0,0.1,0,0,0.038461538,0.25,0,1
SAN MIGUEL,Urbana,Treatment,414472,2018,1,1,62,10,10,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,13,13,15,9,11,9,10,11,14,8,9,10,11,9,7,16,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,12,20,12,13,13,13,6,17,13,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,26,24,20,21,22,19,20,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,24,20,21,22,19,20,23,21,0,0,0,0,0,0,0,0,0,196,0,0,NA,NA,0.04,0.043478261,NA,NA,1
SAN MIGUEL,Urbana,Control,428374,2018,2,1,58,2,2,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,8,19,13,8,15,20,9,11,11,14,12,15,12,12,14,11,9,8,10,10,11,7,9,7,8,11,9,8,8,7,7,5,5,9,18,2,0,0,0,0,10,19,14,12,15,19,14,10,15,13,12,12,6,11,8,10,11,13,11,10,7,10,7,7,3,1,0,1,0,1,0,1,0,2,3,1,0,1,0,2,2,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,22,27,21,35,20,25,27,24,25,17,20,18,16,19,17,15,12,14,22,27,21,35,20,25,27,24,25,17,20,18,16,19,17,15,12,14,374,0.115384615,0,0.111111111,0,0.038461538,0.041666667,0.111111111,0.19047619,1
SAN MIGUEL,Urbana,Control,427207,2018,1,0,53,7,7,1,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,7,6,7,9,10,10,8,8,9,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,5,6,7,8,9,0,0,0,0,0,7,5,7,11,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,7,8,9,11,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,13,16,20,16,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,15,13,16,20,16,17,15,0,0,0,0,0,0,0,0,0,15,11,15,138,0,NA,NA,0,0.055555556,NA,NA,0.052631579,1
SAN MIGUEL,Rural,Treatment,418919,2018,2,1,52,0,0,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,7,12,10,8,10,9,11,10,10,8,5,6,11,2,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,10,10,8,10,10,13,4,6,6,7,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,15,22,18,20,20,13,17,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,22,18,20,20,13,17,6,10,0,0,0,0,0,0,0,0,0,141,0,0,NA,NA,0,0.2,NA,NA,1
SAN MIGUEL,Rural,Treatment,418068,2018,2,0,51,1,0,5,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2,19,10,9,7,7,9,8,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,10,9,10,7,8,1,7,1,0,0,0,0,10,14,5,6,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,3,9,4,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,21,19,14,17,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19,17,9,21,19,14,17,23,0,0,0,0,0,0,0,0,0,10,19,17,9,149,0,NA,NA,0,0.181818182,NA,NA,0,1
SAN MIGUEL,Rural,Treatment,415466,2018,1,0,49,6,3,2,,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,8,11,7,4,6,10,4,3,8,3,5,16,13,10,10,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,0,0,0,10,7,4,7,9,5,11,10,8,8,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,13,18,10,14,11,8,29,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,10,14,11,8,29,20,14,0,0,0,0,0,0,0,0,0,137,0,0,NA,NA,0,0.047619048,NA,NA,1
SAN MIGUEL,Rural,Treatment,415726,2018,2,0,45,20,9,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,5,18,16,15,13,8,NA,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,NA,NA,5,5,12,10,5,2,7,4,3,1,0,0,0,0,16,21,15,10,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,9,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,3,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,23,31,21,NA,14,NA,NA,NA,NA,NA,NA,NA,19,NA,10,22,7,11,23,31,21,0,14,0,0,0,0,0,0,0,19,0,10,22,7,11,158,0.08,NA,NA,0,0,NA,NA,0.384615385,1
SAN MIGUEL,Rural,Treatment,416816,2018,2,1,54,10,2,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,10,18,13,11,16,17,9,12,13,10,10,7,13,13,12,10,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,0,0,0,15,12,15,17,9,14,12,9,8,16,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,2,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,28,24,33,21,23,17,26,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,24,33,21,23,17,26,22,24,0,0,0,0,0,0,0,0,0,218,0,0,NA,NA,0.03125,0,NA,NA,1
SAN MIGUEL,Rural,Treatment,417248,2018,3,0,47,7,7,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,10,14,5,10,2,9,NA,NA,NA,NA,NA,NA,7,2,7,7,3,9,NA,NA,NA,NA,NA,NA,8,9,9,5,11,7,NA,NA,NA,NA,NA,NA,5,1,0,0,0,0,6,13,3,8,0,0,8,7,8,8,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,0,0,2,2,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,2,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,1,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,24,15,11,NA,NA,NA,9,14,12,NA,NA,NA,17,14,18,NA,NA,NA,24,15,11,0,0,0,9,14,12,0,0,0,17,14,18,0,0,0,134,0,0.2,NA,NA,0.090909091,0.266666667,NA,NA,1
